Timestamp,X,Y,Z,Label
24:52.0,-0.57,3.15,-6.57,
24:52.0,-0.9,3.17,-8.2,
24:52.0,-1.02,3.6,-9.19,
24:52.1,-0.9,3.16,-9.56,
24:52.1,-0.7,2.71,-10.26,
24:52.1,-1.34,3.74,-12.09,
24:52.1,-1.95,2.48,-12.23,
24:52.1,-1.18,2.64,-12.68,
24:52.2,-0.82,4.02,-13.77,
24:52.2,-1.76,4.11,-14.58,
24:52.2,-2.03,2.24,-14.02,
24:52.2,-1.09,1.75,-13.24,
24:52.3,0.43,1.05,-12.14,
24:52.3,0.1,3.47,-13.8,
24:52.3,-1.74,1.72,-15.42,
24:52.3,-1.73,0.97,-13.41,
24:52.3,-0.72,0.27,-11.49,
24:52.4,-0.72,0.5,-12.43,
24:52.4,-1.31,1.21,-13.32,
24:52.4,-2.08,1.97,-13.73,
24:52.4,-1.54,1.92,-13.43,
24:52.5,-0.72,1.26,-13.01,
24:52.5,-0.97,0.81,-13.12,
24:52.5,-1.1,0.37,-13.25,
24:52.5,-0.82,0.2,-13.57,
24:52.6,-0.95,0.34,-14.76,
24:52.6,-1.04,0.58,-15.75,
24:52.6,-1.3,1.17,-16.87,
24:52.6,-1.44,1.17,-17.14,
24:52.6,-1.52,1.23,-17.39,
24:52.7,-1.75,1.88,-17.42,
24:52.7,-1.61,2.57,-16.15,
24:52.7,-1.54,3.21,-14.8,
24:52.7,-2.05,3.21,-13.08,
24:52.8,-2.25,3.26,-11.85,
24:52.8,-1.98,3.44,-10.74,
24:52.8,-1.76,3.11,-9.38,
24:52.8,-1.63,3.17,-8.46,
24:52.8,-1.45,3.09,-7.41,
24:52.9,-1.31,3.05,-5.86,
24:52.9,-1.33,2.87,-5.22,
24:52.9,-1.25,2.9,-4.87,
24:52.9,-0.74,3.4,-4.2,
24:53.0,-0.8,2.6,-2.79,
24:53.0,-0.71,2.16,-1.62,
24:53.0,-0.45,1.66,-0.72,
24:53.0,-0.19,0.8,0.11,
24:53.0,0.54,1.06,0.87,
24:53.1,1.41,2.31,1.63,
24:53.1,1.16,2.39,2.22,
24:53.1,0.86,1.25,0.68,
24:53.1,0.77,1.24,0.19,
24:53.2,0.37,1.6,-0.91,
24:53.2,0.03,2.02,-2.8,
24:53.2,-1.29,2.06,-4.52,
24:53.2,-1.78,2.18,-4.65,
24:53.2,-1.83,4.72,-6.22,
24:53.3,-1.59,3.95,-7.04,
24:53.3,-1.33,4,-7.16,
24:53.3,-1,3.73,-7.64,
24:53.3,-1.21,3.81,-9.12,
24:53.4,-2.06,2.64,-10.58,
24:53.4,-2.06,2.71,-11.25,
24:53.4,-1.66,3.75,-12.27,
24:53.4,-0.84,3.72,-13.2,
24:53.4,-1.37,2.39,-12.89,
24:53.5,-1.29,2.39,-12.91,
24:53.5,-0.88,3.48,-13.52,
24:53.5,-1.02,3.73,-14.64,
24:53.5,-1.82,2.74,-13.84,
24:53.6,-1.55,2.54,-13.26,
24:53.6,-0.56,2.42,-13.44,
24:53.6,-1.53,1.48,-13.2,
24:53.6,-1.6,1.1,-12.48,
24:53.6,-0.74,1.22,-12.62,
24:53.7,-0.2,1.7,-12.95,
24:53.7,-0.17,1.94,-13.24,
24:53.7,-1.47,2.15,-13.68,
24:53.7,-1,1.19,-12.63,
24:53.8,-0.4,0.55,-13.04,
24:53.8,-0.51,0.36,-14.02,
24:53.8,-1.27,0.53,-14.56,
24:53.8,-1.84,1.2,-15.7,
24:53.8,-1.42,1.28,-16.78,
24:53.9,-1.09,1.64,-17.41,
24:53.9,-1.6,0.95,-17.25,
24:53.9,-1.51,0.22,-16.45,
24:53.9,-1.15,2.49,-15.96,
24:54.0,-1.52,3.09,-16.23,
24:54.0,-1.97,3.85,-14.72,
24:54.0,-1.77,4.02,-13.03,
24:54.0,-1.35,3.47,-11.44,
24:54.0,-1.12,2.9,-10.42,
24:54.1,-1.19,2.6,-9.13,
24:54.1,-1.47,2.32,-7.9,
24:54.1,-1.31,2.88,-7.22,
24:54.1,-1.19,2.97,-6.26,
24:54.2,-0.94,3.12,-5.22,
24:54.2,-0.88,3.06,-4.69,
24:54.2,-0.99,2.95,-4.08,
24:54.2,-0.94,3.06,-3.32,
24:54.3,-0.85,2.27,-2.2,
24:54.3,-0.15,1.48,-0.94,
24:54.3,0.58,0.77,-0.27,
24:54.3,0.84,0.53,0.23,
24:54.3,0.84,0.99,1.71,
24:54.4,0.7,1.87,2.02,
24:54.4,0.58,1.79,0.92,
24:54.4,0.45,2.54,-0.99,
24:54.4,0.03,2.86,-2.77,
24:54.5,-0.01,2.63,-3.57,
24:54.5,-1.22,0.93,-3.63,
24:54.5,-0.89,2.03,-4.71,
24:54.5,-1.08,3.2,-5.01,
24:54.5,-0.98,4.18,-5.81,
24:54.6,-1.56,3.56,-7.12,
24:54.6,-1.85,3.48,-8.1,
24:54.6,-1.18,4.48,-9.4,
24:54.6,-1.88,2.89,-10.65,
24:54.7,-1.23,3.71,-11.41,
24:54.7,-1.24,2.89,-11.55,
24:54.7,-1.13,2.53,-11.81,
24:54.7,-1.04,2.69,-13.49,
24:54.7,-1.31,3.14,-14.34,
24:54.8,-2.38,3.6,-14.88,
24:54.8,-1.59,2.46,-13.37,
24:54.8,0.14,1.61,-12.8,
24:54.8,0.32,1.46,-13.92,
24:54.9,-1.37,3.21,-14.99,
24:54.9,-2.26,2.26,-14.84,
24:54.9,-0.21,2.15,-12.73,
24:54.9,1.01,0.38,-11.82,
24:54.9,-0.23,1.86,-11.97,
24:55.0,-2.31,1.95,-13.67,
24:55.0,-2.09,2.43,-13.46,
24:55.0,-0.43,0.96,-12.45,
24:55.0,-1.24,0.15,-13.07,
24:55.1,-2.11,1.78,-14.81,
24:55.1,-1.35,1.34,-15.86,
24:55.1,-0.9,0.57,-16.69,
24:55.1,-0.91,0.59,-16.65,
24:55.1,-0.95,0.73,-17.2,
24:55.2,-1.09,0.54,-17.87,
24:55.2,-1.45,1.27,-17.63,
24:55.2,-1.6,2.81,-16.9,
24:55.2,-1.21,4.01,-15.63,
24:55.3,-1.61,4.28,-13.88,
24:55.3,-2.05,4.06,-13.1,
24:55.3,-2.55,3.16,-11.29,
24:55.3,-2.08,2.08,-8.85,
24:55.3,-1.9,2.19,-8.24,
24:55.4,-1.35,3.04,-6.82,
24:55.4,-0.86,3.27,-5.82,
24:55.4,-0.39,3.62,-5.48,
24:55.4,-0.47,3.6,-4.95,
24:55.5,-1.09,2.94,-4.11,
24:55.5,-1.16,2.9,-3.35,
24:55.5,-0.68,2.61,-2.32,
24:55.5,-0.24,1.58,-1.15,
24:55.5,-0.04,0.82,-0.38,
24:55.6,0.29,1.02,0.48,
24:55.6,0.96,2.2,1.63,
24:55.6,0.84,2.09,1.85,
24:55.6,0.58,1.66,1.1,
24:55.7,0.52,1.53,0.29,
24:55.7,0.29,1.51,-1.11,
24:55.7,-0.89,1.56,-3.7,
24:55.7,-1.43,0.99,-3.63,
24:55.7,-0.69,1.75,-4.24,
24:55.8,-0.61,5.84,-5.48,
24:55.8,-1.08,5.02,-6.22,
24:55.8,-1.49,3.26,-6.84,
24:55.8,-1.75,2.52,-8.27,
24:55.9,-1.84,3.54,-9.22,
24:55.9,-1.29,2.83,-10.02,
24:55.9,-0.44,3.89,-10.95,
24:55.9,-0.53,4.44,-11.33,
24:55.9,-1.7,3.44,-11.68,
24:56.0,-1.02,2.63,-12.06,
24:56.0,-0.49,4.54,-13.87,
24:56.0,-2,5.32,-15.04,
24:56.0,-2.97,3.47,-14.45,
24:56.1,-1.28,1.47,-12.66,
24:56.1,0.38,2.6,-13.16,
24:56.1,-0.7,1.64,-13.63,
24:56.1,-1.7,0.82,-12.66,
24:56.2,-1.57,1.54,-13.1,
24:56.2,0.06,1.84,-12.69,
24:56.2,0.64,2.21,-12.55,
24:56.2,-1.14,2.7,-13.8,
24:56.2,-2.36,2.55,-14.19,
24:56.3,-1.75,1.71,-13.5,
24:56.3,-0.69,0.91,-13.28,
24:56.3,-0.38,-0.15,-13.44,
24:56.3,-1.27,0.54,-14.81,
24:56.4,-1.06,0.88,-15.49,
24:56.4,-0.24,0.83,-15.68,
24:56.4,-0.35,1.05,-15.94,
24:56.4,-1.78,1.47,-17.43,
24:56.4,-2.04,1.32,-17.6,
24:56.5,-1.8,1.29,-17.14,
24:56.5,-1.72,1.81,-16.15,
24:56.5,-1.97,2.75,-15.62,
24:56.5,-2.08,2.87,-14.29,
24:56.6,-1.98,2.94,-12.95,
24:56.6,-2.12,2.99,-11.8,
24:56.6,-1.73,2.83,-10.18,
24:56.6,-1.37,3.2,-8.86,
24:56.6,-1.48,3.48,-7.94,
24:56.7,-1.13,3.52,-6.75,
24:56.7,-1.01,2.94,-5.7,
24:56.7,-1.25,2.86,-4.65,
24:56.7,-1.41,2.78,-4.1,
24:56.8,-1.1,2.71,-3.54,
24:56.8,-0.96,2.8,-2.71,
24:56.8,-0.85,2.48,-1.5,
24:56.8,-0.35,1.85,-0.72,
24:56.8,0,0.84,0.25,
24:56.9,0.75,0.58,1.24,
24:56.9,1.28,1.67,2.14,
24:56.9,0.7,1.86,2.5,
24:56.9,0.54,1.53,0.61,
24:57.0,0.43,2.31,-0.59,
24:57.0,0.18,2.69,-2.25,
24:57.0,0,2.47,-3.28,
24:57.0,-1.31,1.22,-4.16,
24:57.0,-1.12,3.12,-4.96,
24:57.1,-1.17,5.09,-5.31,
24:57.1,-1.06,2.99,-5.68,
24:57.1,-1.64,2.43,-6.67,
24:57.1,-1.01,3.99,-7.61,
24:57.2,-1.53,3.33,-9.81,
24:57.2,-1.76,3.74,-11.02,
24:57.2,-1.31,4.58,-11.31,
24:57.2,-1.09,4.57,-11.57,
24:57.2,-0.76,2.42,-12.65,
24:57.3,-1.4,1.91,-12.11,
24:57.3,-1.66,3.16,-13.03,
24:57.3,-0.99,3.76,-15.61,
24:57.3,-1.28,2.53,-14.04,
24:57.4,-1.92,1.83,-13.13,
24:57.4,-1.96,2.76,-14.12,
24:57.4,-1.73,2.66,-14.96,
24:57.4,-0.78,1.88,-14.43,
24:57.4,0.17,0.46,-12.52,
24:57.5,0.41,0.51,-11.08,
24:57.5,-0.49,1.55,-11.99,
24:57.5,-1.34,2.62,-13.7,
24:57.5,-0.56,3.07,-13.85,
24:57.6,-0.68,2.76,-13.76,
24:57.6,-1.06,2.42,-13.8,
24:57.6,-1.23,1.31,-13.44,
24:57.6,-1.25,-0.09,-13.9,
24:57.6,-1.52,-0.38,-14.56,
24:57.7,-2.08,-0.01,-15.55,
24:57.7,-2.21,1.1,-16.14,
24:57.7,-1.79,2.07,-16.68,
24:57.7,-1.39,1.9,-17.29,
24:57.8,-1.42,1.3,-16.83,
24:57.8,-1.53,2.25,-16.18,
24:57.8,-1.22,3.09,-15.66,
24:57.8,-1.05,4.17,-14.21,
24:57.9,-1.3,4.28,-13.63,
24:57.9,-1.62,3.73,-11.31,
24:57.9,-1.66,3.16,-10.59,
24:57.9,-1.61,2,-8.45,
24:57.9,-2.02,1.86,-7.22,
24:58.0,-1.85,2.51,-6.53,
24:58.0,-1.29,3.37,-5.8,
24:58.0,-1.14,3.58,-5.31,
24:58.0,-1.67,3.17,-4.72,
24:58.1,-1.87,3.53,-4.44,
24:58.1,-1.28,2.21,-3.89,
24:58.1,-0.73,2.38,-2.64,
24:58.1,-0.3,1.96,-1.34,
24:58.1,0.17,1.24,-0.84,
24:58.2,0.81,1.2,-0.12,
24:58.2,1.17,1.42,1.5,
24:58.2,1,2,2.2,
24:58.2,0.67,1.95,2,
24:58.3,0.52,1.67,0.34,
24:58.3,0.47,2.24,-1.16,
24:58.3,-0.01,2.99,-3.11,
24:58.3,-1.11,1.8,-3,
24:58.3,-1.55,1.24,-4.15,
24:58.4,-0.82,3.43,-4.7,
24:58.4,-0.67,4.36,-5.31,
24:58.4,-0.59,3.59,-6.18,
24:58.4,-1.06,3.89,-7.32,
24:58.5,-1.83,3.97,-8.91,
24:58.5,-2.24,4.02,-9.58,
24:58.5,-2.31,3.34,-10.6,
24:58.5,-1.56,4.24,-12.05,
24:58.5,-1.99,3.02,-11.77,
24:58.6,-2.25,2.96,-12.28,
24:58.6,-1.97,2.54,-14.26,
24:58.6,-1.7,1.96,-14.06,
24:58.6,-0.8,2.2,-13.54,
24:58.7,0.17,1.59,-15.87,
24:58.7,0.27,0.25,-14.02,
24:58.7,-0.08,-0.11,-12.61,
24:58.7,-1.49,0.81,-13.74,
24:58.7,-1.55,2.08,-14.21,
24:58.8,-0.03,1.44,-13.26,
24:58.8,-0.46,1.17,-13.96,
24:58.8,-1.79,1.51,-14.71,
24:58.8,-1.85,1.75,-14.35,
24:58.9,-1.63,2.17,-14.07,
24:58.9,-0.58,1.92,-13.71,
24:58.9,0.01,1.42,-13.24,
24:58.9,0.31,0.29,-12.23,
24:58.9,-0.41,-0.37,-11.58,
24:59.0,-0.48,-0.31,-11.32,
24:59.0,-0.44,-0.1,-11.08,
24:59.0,-0.78,0.3,-11.23,
24:59.0,-1.19,0.77,-11.46,
24:59.1,-1.3,1.25,-11.65,
24:59.1,-1.17,1.52,-11.28,
24:59.1,-1.11,1.3,-10.81,
24:59.1,-1.1,0.76,-10.79,
24:59.1,-1.23,0.44,-11.49,
24:59.2,-1.13,0.4,-12.06,
24:59.2,-0.65,0.49,-11.96,
24:59.2,-0.02,0.77,-11.42,
24:59.2,0.53,1.1,-10.77,
24:59.3,0.77,1.29,-10.08,
24:59.3,0.59,1.13,-9.8,
24:59.3,0.43,0.83,-9.76,
24:59.3,0.27,0.91,-9.09,
24:59.3,-0.13,1,-8.51,
24:59.4,-0.4,0.96,-8.28,
24:59.4,-0.77,0.88,-7.76,
24:59.4,-0.52,0.83,-6.72,
24:59.4,-0.56,0.78,-6.38,
24:59.5,-0.62,0.78,-6.38,
24:59.5,-0.75,0.58,-6.38,
24:59.5,-0.76,0.58,-6.39,
24:59.5,-0.51,0.57,-6.53,
24:59.6,-0.33,0.58,-7.12,
24:59.6,-0.3,0.78,-7.98,
24:59.6,-0.34,0.84,-8.68,
24:59.6,-0.51,0.74,-9.38,
24:59.6,-0.52,0.65,-9.98,
24:59.7,-0.17,0.61,-9.97,
24:59.7,0.24,0.55,-9.72,
24:59.7,0.58,0.61,-9.41,
24:59.7,0.55,0.57,-9.37,
24:59.8,0.24,0.56,-9.45,
24:59.8,0.09,0.62,-9.48,
24:59.8,0.1,0.86,-9.31,
24:59.8,-0.02,1.07,-8.91,
24:59.8,-0.34,1.04,-8.56,
24:59.9,-0.56,0.94,-8.26,
24:59.9,-0.6,0.82,-8.06,
24:59.9,-0.62,0.75,-7.85,
24:59.9,-0.74,0.63,-7.5,
25:00.0,-0.79,0.59,-7.42,
25:00.0,-0.79,0.57,-7.38,
25:00.0,-0.74,0.45,-7.45,
25:00.0,-0.55,0.4,-7.38,
25:00.0,-0.41,0.31,-7.11,
25:00.1,-0.25,0.27,-7.2,
25:00.1,0.04,0.39,-7.19,
25:00.1,0.17,0.49,-7.25,
25:00.1,0.07,0.5,-7.67,
25:00.2,0,0.61,-8.15,
25:00.2,0.03,0.72,-8.59,
25:00.2,0.14,0.73,-8.96,
25:00.2,0.22,0.76,-9.53,
25:00.2,0.32,0.85,-9.86,
25:00.3,0.17,0.88,-9.89,
25:00.3,-0.13,0.88,-10.05,
25:00.3,-0.39,0.86,-10.33,
25:00.3,-0.5,0.82,-10.4,
25:00.4,-0.51,0.73,-10.35,
25:00.4,-0.54,0.92,-10.2,
25:00.4,-0.6,0.99,-10.12,
25:00.4,-0.6,0.69,-10.5,
25:00.4,-0.52,0.63,-10.59,
25:00.5,-0.29,0.56,-10.83,
25:00.5,-0.27,0.64,-10.94,
25:00.5,-0.23,0.91,-10.98,
25:00.5,0,0.95,-11.17,
25:00.6,0.33,0.85,-11.2,
25:00.6,0.31,0.89,-11.28,
25:00.6,0.08,1.11,-11.69,
25:00.6,-0.02,1.18,-11.78,
25:00.6,-0.05,1.23,-11.81,
25:00.7,-0.19,1.2,-11.83,
25:00.7,-0.35,1.18,-11.91,
25:00.7,-0.42,1.25,-11.97,
25:00.7,-0.22,1.33,-11.84,
25:00.8,0.01,1.32,-11.27,
25:00.8,-0.15,1.19,-11.13,
25:00.8,-0.35,1.09,-11.22,
25:00.8,-0.37,1.15,-11.22,
25:00.8,-0.15,1.32,-11.15,
25:00.9,-0.06,1.25,-10.92,
25:00.9,-0.34,0.93,-11.11,
25:00.9,-0.2,0.94,-10.72,
25:00.9,-0.11,0.96,-10.55,
25:01.0,2.99,5.29,-19.3,
25:01.0,-1.56,-1.72,-4.91,
25:01.0,-2.43,-3.31,-8.48,
25:01.0,-4.12,1.16,-15.09,
25:01.0,0,1.16,-10.41,
25:01.1,0.31,-0.22,-9.75,
25:01.1,-0.44,0.53,-8.25,
25:01.1,-1.18,-0.4,-10.02,
25:01.1,-0.5,0.9,-11.37,
25:01.2,0.22,1.34,-11.02,
25:01.2,0.77,0.66,-9.39,
25:01.2,-0.52,0.88,-9,
25:01.2,-2.17,0.24,-10.42,
25:01.3,-1.17,0,-11.01,
25:01.3,-0.11,0.25,-10.32,
25:01.3,0.65,1.15,-9.2,
25:01.3,-0.8,0.51,-9.52,
25:01.3,-1.76,0.28,-10.55,
25:01.4,-0.78,0.28,-10.24,
25:01.4,0.25,0.73,-9.45,
25:01.4,-0.37,0.89,-9.75,
25:01.4,-1.09,0.46,-10.14,
25:01.5,-0.76,0.29,-9.96,
25:01.5,-0.25,0.6,-9.74,
25:01.5,-0.43,0.78,-9.84,
25:01.5,-0.78,0.44,-9.96,
25:01.5,-0.55,0.44,-9.88,
25:01.6,-0.46,0.54,-9.84,
25:01.6,-0.58,0.66,-9.9,
25:01.6,-0.68,0.51,-9.92,
25:01.6,-0.65,0.47,-9.9,
25:01.7,-0.52,0.55,-9.86,
25:01.7,-0.59,0.62,-9.9,
25:01.7,-0.62,0.57,-9.91,
25:01.7,-0.57,0.52,-9.88,
25:01.7,-0.54,0.59,-9.87,
25:01.8,-0.58,0.59,-9.9,
25:01.8,-0.6,0.57,-9.9,
25:01.8,-0.57,0.54,-9.88,
25:01.8,-0.56,0.57,-9.88,
25:01.9,-0.59,0.58,-9.89,
25:01.9,-0.59,0.55,-9.89,
25:01.9,-0.58,0.56,-9.89,
25:01.9,-0.57,0.57,-9.89,
25:01.9,-0.58,0.58,-9.89,
25:02.0,-0.58,0.56,-9.9,
25:02.0,-0.57,0.55,-9.9,
25:02.0,-0.58,0.58,-9.89,
25:02.0,-0.57,0.57,-9.89,
25:02.1,-0.58,0.56,-9.89,
25:02.1,-0.58,0.56,-9.89,
25:02.1,-0.58,0.57,-9.88,
25:02.1,-0.58,0.57,-9.89,
25:02.1,-0.57,0.57,-9.89,
25:02.2,-0.58,0.56,-9.87,
25:02.2,-0.59,0.56,-9.89,
25:02.2,-0.59,0.56,-9.89,
25:02.2,-0.58,0.56,-9.88,
25:02.3,-0.59,0.57,-9.89,
25:02.3,-0.59,0.57,-9.89,
25:02.3,-0.58,0.57,-9.89,
25:02.3,-0.58,0.57,-9.9,
25:02.3,-0.57,0.57,-9.89,
25:02.4,-0.58,0.56,-9.89,
25:02.4,-0.58,0.56,-9.88,
25:02.4,-0.58,0.56,-9.88,
25:02.4,-0.58,0.56,-9.88,
25:02.5,-0.58,0.56,-9.9,
25:02.5,-0.58,0.57,-9.89,
25:02.5,-0.58,0.56,-9.89,
25:02.5,-0.58,0.58,-9.88,
25:02.5,-0.58,0.57,-9.87,
25:02.6,-0.59,0.57,-9.89,
25:02.6,-0.58,0.56,-9.89,
25:02.6,-0.58,0.56,-9.89,
25:02.6,-0.58,0.56,-9.89,
25:02.7,-0.58,0.57,-9.89,
25:02.7,-0.58,0.58,-9.9,
25:02.7,-0.57,0.58,-9.89,
25:02.7,-0.58,0.58,-9.88,
25:02.7,-0.58,0.56,-9.89,
25:02.8,-0.58,0.56,-9.89,
25:02.8,-0.58,0.57,-9.89,
25:02.8,-0.58,0.56,-9.89,
25:02.8,-0.58,0.57,-9.89,
25:02.9,-0.58,0.58,-9.88,
25:02.9,-0.58,0.57,-9.89,
25:02.9,-0.59,0.56,-9.89,
25:02.9,-0.59,0.57,-9.9,
25:03.0,-0.59,0.58,-9.89,
25:03.0,-0.58,0.58,-9.89,
25:03.0,-0.58,0.57,-9.9,
25:03.0,-0.58,0.56,-9.89,
25:03.0,-0.58,0.57,-9.89,
25:03.1,-0.57,0.57,-9.9,
25:03.1,-0.58,0.57,-9.89,
25:03.1,-0.59,0.57,-9.89,
25:03.1,-0.59,0.56,-9.89,
25:03.2,-0.57,0.55,-9.89,
25:03.2,-0.57,0.56,-9.89,
25:03.2,-0.58,0.58,-9.89,
25:03.2,-0.59,0.56,-9.9,
25:03.2,-0.57,0.56,-9.88,
25:03.3,-0.58,0.57,-9.9,
25:03.3,-0.59,0.57,-9.89,
25:03.3,-0.58,0.57,-9.9,
25:03.3,-0.57,0.56,-9.88,
25:03.4,-0.58,0.57,-9.89,
25:03.4,-0.58,0.57,-9.9,
25:03.4,-0.59,0.56,-9.89,
25:03.4,-0.59,0.57,-9.88,
25:03.4,-0.57,0.57,-9.89,
25:03.5,-0.58,0.57,-9.89,
25:03.5,-0.58,0.57,-9.88,
25:03.5,-0.58,0.56,-9.9,
25:03.5,-0.58,0.56,-9.88,
25:03.6,-0.58,0.56,-9.88,
25:03.6,-0.59,0.53,-9.91,
25:03.6,-0.58,0.6,-9.92,
25:03.6,-0.58,0.62,-9.89,
25:03.6,-0.57,0.52,-9.9,
25:03.7,-0.58,0.55,-9.89,
25:03.7,-0.59,0.59,-9.89,
25:03.7,-0.59,0.56,-9.9,
25:03.7,-0.58,0.53,-9.88,
25:03.8,-0.6,0.58,-9.9,
25:03.8,-0.6,0.6,-9.9,
25:03.8,-0.58,0.57,-9.87,
25:03.8,-0.58,0.56,-9.88,
25:03.8,-0.59,0.58,-9.89,
25:03.9,-0.58,0.59,-9.89,
25:03.9,-0.58,0.56,-9.88,
25:03.9,-0.58,0.56,-9.89,
25:03.9,-0.58,0.57,-9.9,
25:04.0,-0.58,0.56,-9.89,
25:04.0,-0.58,0.56,-9.89,
25:04.0,-0.58,0.57,-9.89,
25:04.0,-0.58,0.58,-9.9,
25:04.0,-0.59,0.56,-9.89,
25:04.1,-0.58,0.57,-9.9,
25:04.1,-0.59,0.58,-9.88,
25:04.1,-0.59,0.57,-9.88,
25:04.1,-0.58,0.56,-9.89,
25:04.2,-0.58,0.57,-9.89,
25:04.2,-0.58,0.57,-9.89,
25:04.2,-0.59,0.57,-9.9,
25:04.2,-0.59,0.56,-9.89,
25:04.2,-0.58,0.57,-9.89,
25:04.3,-0.58,0.57,-9.89,
25:04.3,-0.59,0.58,-9.9,
25:04.3,-0.58,0.58,-9.9,
25:04.3,-0.58,0.57,-9.89,
25:04.4,-0.58,0.57,-9.9,
25:04.4,-0.59,0.57,-9.89,
25:04.4,-0.59,0.58,-9.89,
25:04.4,-0.58,0.56,-9.89,
25:04.4,-0.58,0.57,-9.89,
25:04.5,-0.58,0.57,-9.89,
25:04.5,-0.57,0.57,-9.9,
25:04.5,-0.58,0.57,-9.89,
25:04.5,-0.58,0.58,-9.89,
25:04.6,-0.58,0.56,-9.89,
25:04.6,-0.58,0.57,-9.89,
25:04.6,-0.59,0.58,-9.89,
25:04.6,-0.58,0.56,-9.89,
25:04.6,-0.58,0.57,-9.89,
25:04.7,-0.58,0.57,-9.89,
25:04.7,-0.59,0.57,-9.9,
25:04.7,-0.59,0.58,-9.9,
25:04.7,-0.58,0.57,-9.9,
25:04.8,-0.58,0.57,-9.9,
25:04.8,-0.58,0.57,-9.89,
25:04.8,-0.58,0.57,-9.9,
25:04.8,-0.59,0.57,-9.89,
25:04.9,-0.59,0.57,-9.89,
25:04.9,-0.58,0.57,-9.89,
25:04.9,-0.58,0.57,-9.89,
25:04.9,-0.59,0.57,-9.89,
25:04.9,-0.59,0.58,-9.89,
25:05.0,-0.58,0.57,-9.89,
25:05.0,-0.57,0.58,-9.89,
25:05.0,-0.57,0.57,-9.89,
25:05.0,-0.59,0.58,-9.9,
25:05.1,-0.59,0.58,-9.91,
25:05.1,-0.57,0.56,-9.89,
25:05.1,-0.58,0.57,-9.89,
25:05.1,-0.59,0.57,-9.88,
25:05.1,-0.59,0.58,-9.89,
25:05.2,-0.58,0.58,-9.9,
25:05.2,-0.57,0.56,-9.89,
25:05.2,-0.58,0.57,-9.9,
25:05.2,-0.58,0.58,-9.91,
25:05.3,-0.58,0.56,-9.89,
25:05.3,-0.56,0.55,-9.88,
25:05.3,-0.57,0.55,-9.88,
25:05.3,-0.59,0.58,-9.89,
25:05.3,-0.58,0.58,-9.88,
25:05.4,-0.57,0.54,-9.89,
25:05.4,-0.58,0.55,-9.89,
25:05.4,-0.58,0.58,-9.89,
25:05.4,-0.58,0.57,-9.89,
25:05.5,-0.58,0.55,-9.89,
25:05.5,-0.58,0.56,-9.89,
25:05.5,-0.58,0.57,-9.89,
25:05.5,-0.57,0.57,-9.88,
25:05.5,-0.59,0.58,-9.89,
25:05.6,-0.59,0.58,-9.9,
25:05.6,-0.58,0.56,-9.89,
25:05.6,-0.57,0.56,-9.88,
25:05.6,-0.58,0.57,-9.89,
25:05.7,-0.58,0.57,-9.9,
25:05.7,-0.59,0.57,-9.89,
25:05.7,-0.58,0.57,-9.89,
25:05.7,-0.59,0.58,-9.89,
25:05.7,-0.59,0.57,-9.88,
25:05.8,-0.58,0.57,-9.9,
25:05.8,-0.58,0.57,-9.88,
25:05.8,-0.58,0.56,-9.88,
25:05.8,-0.59,0.56,-9.9,
25:05.9,-0.59,0.57,-9.89,
25:05.9,-0.58,0.57,-9.89,
25:05.9,-0.58,0.57,-9.89,
25:05.9,-0.58,0.57,-9.89,
25:05.9,-0.59,0.57,-9.89,
25:06.0,-0.58,0.56,-9.88,
25:06.0,-0.58,0.56,-9.9,
25:06.0,-0.6,0.57,-9.9,
25:06.0,-0.59,0.57,-9.89,
25:06.1,-0.59,0.56,-9.89,
25:06.1,-0.57,0.58,-9.89,
25:06.1,-0.58,0.57,-9.9,
25:06.1,-0.58,0.57,-9.89,
25:06.1,-0.58,0.57,-9.89,
25:06.2,-0.58,0.57,-9.88,
25:06.2,-0.57,0.58,-9.89,
25:06.2,-0.58,0.55,-9.9,
25:06.2,-0.58,0.56,-9.89,
25:06.3,-0.59,0.58,-9.89,
25:06.3,-0.59,0.57,-9.88,
25:06.3,-0.58,0.57,-9.88,
25:06.3,-0.58,0.57,-9.89,
25:06.3,-0.57,0.57,-9.9,
25:06.4,-0.58,0.58,-9.89,
25:06.4,-0.58,0.56,-9.89,
25:06.4,-0.58,0.57,-9.9,
25:06.4,-0.59,0.58,-9.89,
25:06.5,-0.57,0.58,-9.9,
25:06.5,-0.58,0.57,-9.89,
25:06.5,-0.58,0.57,-9.9,
25:06.5,-0.57,0.57,-9.89,
25:06.6,-0.59,0.57,-9.89,
25:06.6,-0.59,0.57,-9.89,
25:06.6,-0.58,0.58,-9.89,
25:06.6,-0.59,0.58,-9.89,
25:06.6,-0.59,0.57,-9.9,
25:06.7,-0.58,0.58,-9.89,
25:06.7,-0.58,0.57,-9.89,
25:06.7,-0.58,0.57,-9.9,
25:06.7,-0.58,0.56,-9.88,
25:06.8,-0.58,0.56,-9.87,
25:06.8,-0.59,0.57,-9.9,
25:06.8,-0.58,0.57,-9.9,
25:06.8,-0.57,0.57,-9.89,
25:06.8,-0.57,0.57,-9.88,
25:06.9,-0.59,0.58,-9.9,
25:06.9,-0.59,0.57,-9.88,
25:06.9,-0.58,0.56,-9.89,
25:06.9,-0.58,0.57,-9.89,
25:07.0,-0.59,0.57,-9.89,
25:07.0,-0.58,0.57,-9.88,
